Country,URL,Year,NumAuth,Agency,ReportSeries,Title,FirstAuthor,AllAuthors,Citation
New Zealand,,2000,1,MoF,Research Papers,Kaikoura recreational fishing survey (1998/99),"Carbines, G. D.",,"Carbines, G. D. (et al.?) 2000 Kaikoura recreational fishing survey (1998/99)"
New Zealand,,2000,2,MoF,Research Papers,Estimates of butterfish (Odax pullus) setnet selectivity,"Dunn, A.",,"Dunn, A. (et al.?) 2000 Estimates of butterfish (Odax pullus) setnet selectivity"
New Zealand,,2000,2,MoF,Research Papers,Scampi stock assessment for 1999,"Coburn, R. P.",,"Coburn, R. P. (et al.?) 2000 Scampi stock assessment for 1999"
New Zealand,,2000,2,MoF,Research Papers,The proportion of western stock hoki (Macruronus novaezelandiae) developing to spawn in April 1998,"Bull, B.",,"Bull, B. (et al.?) 2000 The proportion of western stock hoki (Macruronus novaezelandiae) developing to spawn in April 1998"
New Zealand,,2000,2,MoF,Research Papers,Assessment of the northwest Chatham Rise orange roughy stock (part of ORH 3B),"Bull, B.",,"Bull, B. (et al.?) 2000 Assessment of the northwest Chatham Rise orange roughy stock (part of ORH 3B)"
New Zealand,,2000,2,MoF,Research Papers,Assessment of the Tasman and Golden Bays snapper fishery for the 1999-2000 fishing year,"Gilbert, D.J.",,"Gilbert, D.J. (et al.?) 2000 Assessment of the Tasman and Golden Bays snapper fishery for the 1999-2000 fishing year"
New Zealand,,2000,2,MoF,Research Papers,"CPUE analysis and assessment of the Mid-East Coast orange roughy stock (ORH 2A South, 2B, 3A)","Field, K. D.",,"Field, K. D. (et al.?) 2000 CPUE analysis and assessment of the Mid-East Coast orange roughy stock (ORH 2A South, 2B, 3A)"
New Zealand,,2000,2,MoF,Research Papers,"Acoustic biomass estimates of southern blue whiting (Micromesistius australis) from the Bounty Platform, August 1999","Grimes, P. J.",,"Grimes, P. J. (et al.?) 2000 Acoustic biomass estimates of southern blue whiting (Micromesistius australis) from the Bounty Platform, August 1999"
New Zealand,,2000,2,MoF,Research Papers,"The feasibility of using acoustic techniques to estimate hake biomass on the west coast, South Island","Dunn, A.",,"Dunn, A. (et al.?) 2000 The feasibility of using acoustic techniques to estimate hake biomass on the west coast, South Island"
New Zealand,,2000,2,MoF,Research Papers,Sensitivities of fishery performance indicators to the assumptions of a single stock model,"Bull, B.",,"Bull, B. (et al.?) 2000 Sensitivities of fishery performance indicators to the assumptions of a single stock model"
New Zealand,,2000,2,MoF,Research Papers,Use of biological data in orange roughy stock assessments,"Francis, R.I.C.C",,"Francis, R.I.C.C (et al.?) 2000 Use of biological data in orange roughy stock assessments"
New Zealand,,2000,2,MoF,Research Papers,Bryozoan thickets off Otago Peninsula,"Batson, P. B.",,"Batson, P. B. (et al.?) 2000 Bryozoan thickets off Otago Peninsula"
New Zealand,,2000,2,MoF,Research Papers,"Catch and effort statistics and a summary of standardised CPUE indices for paua (Haliotis iris) in PAU 5A, 5B, and 5D","Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 Catch and effort statistics and a summary of standardised CPUE indices for paua (Haliotis iris) in PAU 5A, 5B, and 5D"
New Zealand,,2000,2,MoF,Research Papers,"Determination of growth, size composition, and fecundity of paua at Taranaki and Banks Peninsula","Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 Determination of growth, size composition, and fecundity of paua at Taranaki and Banks Peninsula"
New Zealand,,2000,2,MoF,Research Papers,Stock relationships of alfonsino and cardinalfish in New Zealand waters,"Paul, L.J.",,"Paul, L.J. (et al.?) 2000 Stock relationships of alfonsino and cardinalfish in New Zealand waters"
New Zealand,,2000,2,MoF,Research Papers,Age and growth of ghost sharks,"Francis, M.P.",,"Francis, M.P. (et al.?) 2000 Age and growth of ghost sharks"
New Zealand,,2000,2,MoF,Research Papers,Estimates of target strength of hake (Merluccius australis),"Grimes, P. J.",,"Grimes, P. J. (et al.?) 2000 Estimates of target strength of hake (Merluccius australis)"
New Zealand,,2000,2,MoF,Research Papers,Links between climate and the year class strength of hoki: an update,"Bull, B.",,"Bull, B. (et al.?) 2000 Links between climate and the year class strength of hoki: an update"
New Zealand,,2000,2,MoF,Research Papers,"Catch sampling for length/sex of bluenose in BNS 2, during the 1998-99 fishing year","Blackwell, R.G.",,"Blackwell, R.G. (et al.?) 2000 Catch sampling for length/sex of bluenose in BNS 2, during the 1998-99 fishing year"
New Zealand,,2000,2,MoF,Research Papers,"Inshore trawl survey of the Canterbury Bight and Pegasus Bay, December 1999-January 2000","Morrison, M.A.",,"Morrison, M.A. (et al.?) 2000 Inshore trawl survey of the Canterbury Bight and Pegasus Bay, December 1999-January 2000"
New Zealand,,2000,2,MoF,Research Papers,"Estimation of inshore fish abundance along the west coast, North Island using trawl surveys","Morrison, M.A.",,"Morrison, M.A. (et al.?) 2000 Estimation of inshore fish abundance along the west coast, North Island using trawl surveys"
New Zealand,,2000,2,MoF,Research Papers,Review of summer and autumn trawl survey time series from the Southland and Sub-Antarctic area 1991-1998,"Bagley, N.W",,"Bagley, N.W (et al.?) 2000 Review of summer and autumn trawl survey time series from the Southland and Sub-Antarctic area 1991-1998"
New Zealand,,2000,2,MoF,Research Papers,Review of east coast South Island summer trawl survey time series 1996-97 to 1999-2000,"Beentjes, M.P.",,"Beentjes, M.P. (et al.?) 2000 Review of east coast South Island summer trawl survey time series 1996-97 to 1999-2000"
New Zealand,,2000,2,MoF,Research Papers,"Age and growth of the Antarctic skates, Bathyraja eatonii and Amblyraja georgiana","Francis, M.P.",,"Francis, M.P. (et al.?) 2000 Age and growth of the Antarctic skates, Bathyraja eatonii and Amblyraja georgiana"
New Zealand,,2000,2,MoF,Research Papers,Preliminary age and growth estimates for the ridge-scaled rattail Macrourus carinatus,"Horn, P.L.",,"Horn, P.L. (et al.?) 2000 Preliminary age and growth estimates for the ridge-scaled rattail Macrourus carinatus"
New Zealand,,2000,2,MoF,Research Papers,Identification of northern bluefin tuna in the New Zealand EEZ,"Griggs, L.H.",,"Griggs, L.H. (et al.?) 2000 Identification of northern bluefin tuna in the New Zealand EEZ"
New Zealand,,2000,2,MoF,Research Papers,In situ target strength measurements of orange roughy (Hoplostethus atlanticus),"Coombs, R. F.",,"Coombs, R. F. (et al.?) 2000 In situ target strength measurements of orange roughy (Hoplostethus atlanticus)"
New Zealand,,2000,2,MoF,Research Papers,The relationship between red cod recruitment and environmental variables,"Beentjes, M.P.",,"Beentjes, M.P. (et al.?) 2000 The relationship between red cod recruitment and environmental variables"
New Zealand,,2000,2,MoF,Research Papers,Stock assessment of school shark: documentation of the results of a questionnaire sent to selected commercial fishers,"Bradford, E.",,"Bradford, E. (et al.?) 2000 Stock assessment of school shark: documentation of the results of a questionnaire sent to selected commercial fishers"
New Zealand,,2000,3,MoF,Research Papers,A modified timed-swim method for paua stock assessment,"Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 A modified timed-swim method for paua stock assessment"
New Zealand,,2000,3,MoF,Research Papers,A review of the 1997-98 hoki fishery and assessment of hoki stocks for 1999,"Ballara, S.L.",,"Ballara, S.L. (et al.?) 2000 A review of the 1997-98 hoki fishery and assessment of hoki stocks for 1999"
New Zealand,,2000,3,MoF,Research Papers,"Acoustic biomass estimates of southern blue whiting (Micromesistius australis) from the Campbell Island Rise, September 1998","Bull, B.",,"Bull, B. (et al.?) 2000 Acoustic biomass estimates of southern blue whiting (Micromesistius australis) from the Campbell Island Rise, September 1998"
New Zealand,,2000,3,MoF,Research Papers,"Age composition of commercial snapper landings in SNA 2 and Tasman Bay/Golden Bay (SNA 7), 1998-99","Blackwell, R.G.",,"Blackwell, R.G. (et al.?) 2000 Age composition of commercial snapper landings in SNA 2 and Tasman Bay/Golden Bay (SNA 7), 1998-99"
New Zealand,,2000,3,MoF,Research Papers,Diel variation in fish density estimates during acoustic surveys of southern blue whiting,"Bryan, C.",,"Bryan, C. (et al.?) 2000 Diel variation in fish density estimates during acoustic surveys of southern blue whiting"
New Zealand,,2000,3,MoF,Research Papers,Assessment of northern gemfish stocks (SKI 1 and SKI 2) for 2000,"Coburn, R. P.",,"Coburn, R. P. (et al.?) 2000 Assessment of northern gemfish stocks (SKI 1 and SKI 2) for 2000"
New Zealand,,2000,3,MoF,Research Papers,"Development of an ageing methodology, and first estimates of growth parameters and natural mortality for rubyfish (Plagiogeneion rubiginosum) off the east coast of the North Island (QMA 2)","Francis, M.P.",,"Francis, M.P. (et al.?) 2000 Development of an ageing methodology, and first estimates of growth parameters and natural mortality for rubyfish (Plagiogeneion rubiginosum) off the east coast of the North Island (QMA 2)"
New Zealand,,2000,3,MoF,Research Papers,"The observed sex ratios of hoki (Macruronus novaezelandiae) in New Zealand, 1983-99","Bull, B.",,"Bull, B. (et al.?) 2000 The observed sex ratios of hoki (Macruronus novaezelandiae) in New Zealand, 1983-99"
New Zealand,,2000,3,MoF,Research Papers,"Estimation of age, growth, and mortality parameters of black cardinalfish (Epigonus telescopus) in QMA 2 (east coast North Island)","George, K.",,"George, K. (et al.?) 2000 Estimation of age, growth, and mortality parameters of black cardinalfish (Epigonus telescopus) in QMA 2 (east coast North Island)"
New Zealand,,2000,3,MoF,Research Papers,Stock assessment of paua (Haliotis iris) in PAU 5B and PAU 5D using a new length-based model,"Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 Stock assessment of paua (Haliotis iris) in PAU 5B and PAU 5D using a new length-based model"
New Zealand,,2000,3,MoF,Research Papers,Jasus edwardsii puerulus settlement levels examined in relation to the ocean environment and to subsequent juvenile and recruit abundance,"Booth, J. D.",,"Booth, J. D. (et al.?) 2000 Jasus edwardsii puerulus settlement levels examined in relation to the ocean environment and to subsequent juvenile and recruit abundance"
New Zealand,,2000,3,MoF,Research Papers,Re-analysis and decomposition of acoustic biomass estimates of southern blue whiting (Micromesistius australis) from 1993 to 1999 using age frequency data,"Bradford, E.",,"Bradford, E. (et al.?) 2000 Re-analysis and decomposition of acoustic biomass estimates of southern blue whiting (Micromesistius australis) from 1993 to 1999 using age frequency data"
New Zealand,,2000,3,MoF,Research Papers,The 2000 stock assessment of paua (Haliotis iris) in PAU 5B using an improved Bayesian length-based model,"Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 The 2000 stock assessment of paua (Haliotis iris) in PAU 5B using an improved Bayesian length-based model"
New Zealand,,2000,3,MoF,Research Papers,Assessment and Monitoring of Commercial Eel Fisheries,Boyd R.O.,,Boyd R.O. (et al.?) 2000 Assessment and Monitoring of Commercial Eel Fisheries
New Zealand,,2000,3,MoF,Research Papers,Estimation of hoki and middle depth fish abundance on the Chatham Rise using trawl surveys,"Bagley, N.W",,"Bagley, N.W (et al.?) 2000 Estimation of hoki and middle depth fish abundance on the Chatham Rise using trawl surveys"
New Zealand,,2000,3,MoF,Research Papers,Estimation of acoustic target strength of hoki using in situ data and swimbladder modelling,"Cordue, P. L.",,"Cordue, P. L. (et al.?) 2000 Estimation of acoustic target strength of hoki using in situ data and swimbladder modelling"
New Zealand,,2000,3,MoF,Research Papers,"Catch sampling for length/sex and age of alfonsino, bluenose, gemfish, and rubyfish in QMA 2 during the 1998-99 fishing year","Blackwell, R.G.",,"Blackwell, R.G. (et al.?) 2000 Catch sampling for length/sex and age of alfonsino, bluenose, gemfish, and rubyfish in QMA 2 during the 1998-99 fishing year"
New Zealand,,2000,3,MoF,Research Papers,Hoki ageing: recommendation of which data to routinely record for hoki otoliths,"Ballara, S.L.",,"Ballara, S.L. (et al.?) 2000 Hoki ageing: recommendation of which data to routinely record for hoki otoliths"
New Zealand,,2000,3,MoF,Research Papers,Diel variation in spawning orange roughy (Hoplostethus atlanticus) abundance over the Graveyard seamount on the Northwest Chatham Rise,"Bull, B.",,"Bull, B. (et al.?) 2000 Diel variation in spawning orange roughy (Hoplostethus atlanticus) abundance over the Graveyard seamount on the Northwest Chatham Rise"
New Zealand,,2000,4,MoF,Research Papers,Calculation and interpretation of catch-per-unit-effort (CPUE) indices,"Bull, B.",,"Bull, B. (et al.?) 2000 Calculation and interpretation of catch-per-unit-effort (CPUE) indices"
New Zealand,,2000,4,MoF,Research Papers,Fishery independent surveys of paua (Haliotis iris) in PAU 5B and 5D,"Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 Fishery independent surveys of paua (Haliotis iris) in PAU 5B and 5D"
New Zealand,,2000,4,MoF,Research Papers,"Settlement indices for the 1998 and 1998-99 juvenile abundance of the red rock lobster, Jasus edwardsii","Booth, J. D.",,"Booth, J. D. (et al.?) 2000 Settlement indices for the 1998 and 1998-99 juvenile abundance of the red rock lobster, Jasus edwardsii"
New Zealand,,2000,4,MoF,Research Papers,"An acoustic estimate of orange roughy abundance on the Northwest Hills, Chatham Rise, June-July 1999","Bull, B.",,"Bull, B. (et al.?) 2000 An acoustic estimate of orange roughy abundance on the Northwest Hills, Chatham Rise, June-July 1999"
New Zealand,,2000,4,MoF,Research Papers,"Descriptions of black oreo and smooth oreo fisheries in OEO 1, OEO 3A, OEO 4, and OEO 6 from 1977-78 to the 1997-98 fishing year","Coburn, R. P.",,"Coburn, R. P. (et al.?) 2000 Descriptions of black oreo and smooth oreo fisheries in OEO 1, OEO 3A, OEO 4, and OEO 6 from 1977-78 to the 1997-98 fishing year"
New Zealand,,2000,4,MoF,Research Papers,"Stock assessment of ling (Genypterus blacodes) around the South Island (Fishstocks LIN 3, 4, 5, 6, and 7)","Ballara, S.L.",,"Ballara, S.L. (et al.?) 2000 Stock assessment of ling (Genypterus blacodes) around the South Island (Fishstocks LIN 3, 4, 5, 6, and 7)"
New Zealand,,2000,4,MoF,Research Papers,Assessment of the SNA 1 stocks for the 1999-2000 fishing year,"Davies, N.M.",,"Davies, N.M. (et al.?) 2000 Assessment of the SNA 1 stocks for the 1999-2000 fishing year"
New Zealand,,2000,4,MoF,Research Papers,Stock assessment of hake (Merluccius australis) for the 1999-2000 fishing year,"Cordue, P. L.",,"Cordue, P. L. (et al.?) 2000 Stock assessment of hake (Merluccius australis) for the 1999-2000 fishing year"
New Zealand,,2000,4,MoF,Research Papers,Oreo abundance estimates from the October 1998 survey of the south Chatham Rise (OEO 4),"Coombs, R. F.",,"Coombs, R. F. (et al.?) 2000 Oreo abundance estimates from the October 1998 survey of the south Chatham Rise (OEO 4)"
New Zealand,,2000,4,MoF,Research Papers,"A review of hoki and middle depth trawl surveys of the Chatham Rise, January 1992-2001","Bagley, N.W",,"Bagley, N.W (et al.?) 2000 A review of hoki and middle depth trawl surveys of the Chatham Rise, January 1992-2001"
New Zealand,,2000,5,MoF,Research Papers,"Age, growth, mortality, and yield per recruit of butterfish (Odax pullus) in Cook Strait, New Zealand","Dunn, A.",,"Dunn, A. (et al.?) 2000 Age, growth, mortality, and yield per recruit of butterfish (Odax pullus) in Cook Strait, New Zealand"
New Zealand,,2000,5,MoF,Research Papers,Stock assessment of paua (Haliotis iris) in PAU 7 in 1998-99,"Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 Stock assessment of paua (Haliotis iris) in PAU 7 in 1998-99"
New Zealand,,2000,5,MoF,Research Papers,A review of evidence for a decline in the abundance of longfinned eels (Anguilla dieffenbachii) in New Zealand,"Beentjes, M.P.",,"Beentjes, M.P. (et al.?) 2000 A review of evidence for a decline in the abundance of longfinned eels (Anguilla dieffenbachii) in New Zealand"
New Zealand,,2000,5,MoF,Research Papers,"Turnover and spawning dynamics of orange roughy on the Northwest Hills, Chatham Rise, 1999","Bull, B.",,"Bull, B. (et al.?) 2000 Turnover and spawning dynamics of orange roughy on the Northwest Hills, Chatham Rise, 1999"
New Zealand,,2000,5,MoF,Research Papers,Foveaux Strait dredge oyster strategic research plan for the period 2000-2004,"Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 Foveaux Strait dredge oyster strategic research plan for the period 2000-2004"
New Zealand,,2000,6,MoF,Research Papers,Analysis of a survey of the prevalence and intensity of Bonamia sp. in Foveaux Strait oysters,"Andrew, N. L.",,"Andrew, N. L. (et al.?) 2000 Analysis of a survey of the prevalence and intensity of Bonamia sp. in Foveaux Strait oysters"
New Zealand,,2000,6,MoF,Research Papers,Stock relationships of black oreo in New Zealand waters,"Bull, B.",,"Bull, B. (et al.?) 2000 Stock relationships of black oreo in New Zealand waters"
New Zealand,,2000,6,MoF,Research Papers,"Areas of importance for spawning, pupping or egg-laying, and juveniles of New Zealand coastal fish","Bagley, N.W",,"Bagley, N.W (et al.?) 2000 Areas of importance for spawning, pupping or egg-laying, and juveniles of New Zealand coastal fish"
New Zealand,,2000,7,MoF,Research Papers,Assessment of red gurnard (Chelidonichthys kumu) stocks in GUR 1 and GUR 2,"Coburn, R. P.",,"Coburn, R. P. (et al.?) 2000 Assessment of red gurnard (Chelidonichthys kumu) stocks in GUR 1 and GUR 2"
New Zealand,,2001,1,MoF,Research Papers,A descriptive analysis of commercial catch and effort data for ling from New Zealand waters,"Horn, P.L.",,"Horn, P.L. (et al.?) 2001 A descriptive analysis of commercial catch and effort data for ling from New Zealand waters"
New Zealand,,2001,1,MoF,Research Papers,Further considerations on the feasibility of sampling the recreational fishery to monitor the kahawai stock,"Bradford, E.",,"Bradford, E. (et al.?) 2001 Further considerations on the feasibility of sampling the recreational fishery to monitor the kahawai stock"
New Zealand,,2001,1,MoF,Research Papers,An appraisal of an in-season depletion method of estimating biomass and yield in the Coromandel scallop fishery,"Cryer, M.",,"Cryer, M. (et al.?) 2001 An appraisal of an in-season depletion method of estimating biomass and yield in the Coromandel scallop fishery"
New Zealand,,2001,1,MoF,Research Papers,Coromandel scallop stock assessment for 1999,"Cryer, M.",,"Cryer, M. (et al.?) 2001 Coromandel scallop stock assessment for 1999"
New Zealand,,2001,1,MoF,Research Papers,Improving the consistency of hoki age estimation,"Francis, R.I.C.C",,"Francis, R.I.C.C (et al.?) 2001 Improving the consistency of hoki age estimation"
New Zealand,,2001,1,MoF,Research Papers,"Estimation of the incidental capture of seabird and marine mammal species in commercial fisheries in New Zealand waters, 1998-99","Baird, S.J.",,"Baird, S.J. (et al.?) 2001 Estimation of the incidental capture of seabird and marine mammal species in commercial fisheries in New Zealand waters, 1998-99"
New Zealand,,2001,1,MoF,Research Papers,Stock assessment of hake (Merluccius australis) for the 2000-01 fishing year,"Dunn, A.",,"Dunn, A. (et al.?) 2001 Stock assessment of hake (Merluccius australis) for the 2000-01 fishing year"
New Zealand,,2001,1,MoF,Research Papers,Assessment of orange roughy fisheries in southern New Zealand for 2000,"Taylor, P.R.",,"Taylor, P.R. (et al.?) 2001 Assessment of orange roughy fisheries in southern New Zealand for 2000"
New Zealand,,2001,1,MoF,Research Papers,Orange roughy CPUE on the South and East Chatham Rise,"Francis, R.I.C.C",,"Francis, R.I.C.C (et al.?) 2001 Orange roughy CPUE on the South and East Chatham Rise"
New Zealand,,2001,1,MoF,Research Papers,Stock assessment of orange roughy on the South Chatham Rise,"Francis, R.I.C.C",,"Francis, R.I.C.C (et al.?) 2001 Stock assessment of orange roughy on the South Chatham Rise"
New Zealand,,2001,1,MoF,Research Papers,Assessment of the west coast South Island orange roughy fishery (ORH 7B) for the 2001-02 fishing year,"O'Driscoll, R.L.",,"O'Driscoll, R.L. (et al.?) 2001 Assessment of the west coast South Island orange roughy fishery (ORH 7B) for the 2001-02 fishing year"
New Zealand,,2001,1,MoF,Research Papers,"Standardised catch rate indices for New Zealand school shark, Galeorhinus galeus, 1989-90 to 1998-99","Bradford, E.",,"Bradford, E. (et al.?) 2001 Standardised catch rate indices for New Zealand school shark, Galeorhinus galeus, 1989-90 to 1998-99"
New Zealand,,2001,1,MoF,Research Papers,"CPUE analysis of orange roughy fisheries outside the New Zealand EEZ: Lord Howe Rise and Northwest Challenger Plateau, to the end of the 1999-2000 fishing year","O'Driscoll, R.L.",,"O'Driscoll, R.L. (et al.?) 2001 CPUE analysis of orange roughy fisheries outside the New Zealand EEZ: Lord Howe Rise and Northwest Challenger Plateau, to the end of the 1999-2000 fishing year"
New Zealand,,2001,1,MoF,Research Papers,Stock assessment for 2001 of orange roughy on the northeast Chatham Rise,"Francis, R.I.C.C",,"Francis, R.I.C.C (et al.?) 2001 Stock assessment for 2001 of orange roughy on the northeast Chatham Rise"
New Zealand,,2001,1,MoF,Research Papers,"Length and age composition of trevally in commercial landings from TRE 1 and TRE 7, 1999-2000","Langley, A.D.",,"Langley, A.D. (et al.?) 2001 Length and age composition of trevally in commercial landings from TRE 1 and TRE 7, 1999-2000"
New Zealand,,2001,1,MoF,Research Papers,A summary of biological information on the New Zealand fisheries for orange roughy (Hoplostethus atlanticus) for the 1999-2000 fishing year,"Anderson, O.F.",,"Anderson, O.F. (et al.?) 2001 A summary of biological information on the New Zealand fisheries for orange roughy (Hoplostethus atlanticus) for the 1999-2000 fishing year"
New Zealand,,2001,1,MoF,Research Papers,"Summary of black oreo, smooth oreo, and orange roughy biological data collected from the OEO 3A fishery during the 1999-2000 fishing year","Langley, A.D.",,"Langley, A.D. (et al.?) 2001 Summary of black oreo, smooth oreo, and orange roughy biological data collected from the OEO 3A fishery during the 1999-2000 fishing year"
New Zealand,,2001,1,MoF,Research Papers,Updated catch-per-unit-effort indices for hoki (Macruronus novaezelandiae) on the west coast South Island for 1989-90 to 1999-2000,"Dunn, A.",,"Dunn, A. (et al.?) 2001 Updated catch-per-unit-effort indices for hoki (Macruronus novaezelandiae) on the west coast South Island for 1989-90 to 1999-2000"
New Zealand,,2001,1,MoF,Research Papers,"Summary of catch and effort data from the SQU 1J, SQU 1T, and SQU 6T fisheries for 1989-90 to 1999-2000","Langley, A.D.",,"Langley, A.D. (et al.?) 2001 Summary of catch and effort data from the SQU 1J, SQU 1T, and SQU 6T fisheries for 1989-90 to 1999-2000"
New Zealand,,2001,1,MoF,Research Papers,Summary of biological data collected from the Exploratory Fishing Areas by The Orange Roughy Management Company Limited during the 1999-2000 fishing year,"Langley, A.D.",,"Langley, A.D. (et al.?) 2001 Summary of biological data collected from the Exploratory Fishing Areas by The Orange Roughy Management Company Limited during the 1999-2000 fishing year"
New Zealand,,2001,1,MoF,Research Papers,An audit of catch and effort data from the Chatham Islands (CRA 6) rock lobster fishery,"Bentley, N.",,"Bentley, N. (et al.?) 2001 An audit of catch and effort data from the Chatham Islands (CRA 6) rock lobster fishery"
New Zealand,,2001,1,MoF,Research Papers,MIAEL estimation of biomass and fishery indicators for the 2001 assessment of hoki stocks,"Cordue, P. L.",,"Cordue, P. L. (et al.?) 2001 MIAEL estimation of biomass and fishery indicators for the 2001 assessment of hoki stocks"
New Zealand,,2001,1,MoF,Research Papers,"The analysis of ELE 3 catch and effort data from the RCO 3 target trawl fishery, 1989-90 to 1999-2000","Langley, A.D.",,"Langley, A.D. (et al.?) 2001 The analysis of ELE 3 catch and effort data from the RCO 3 target trawl fishery, 1989-90 to 1999-2000"
New Zealand,,2001,1,MoF,Research Papers,"Estimation of Hooker's sea lion, Phocarctos hookeri, captures in the southern squid trawl fisheries, 2001","Doonan, I.J.",,"Doonan, I.J. (et al.?) 2001 Estimation of Hooker's sea lion, Phocarctos hookeri, captures in the southern squid trawl fisheries, 2001"
New Zealand,,2001,1,MoF,Research Papers,"Summary of biological data collected by the ling longline logbook programme, 1994-95 to 1999-2000","Langley, A.D.",,"Langley, A.D. (et al.?) 2001 Summary of biological data collected by the ling longline logbook programme, 1994-95 to 1999-2000"
New Zealand,,2001,1,MoF,Research Papers,Analysis of silver warehou (Seriolella punctata) catch-per-unit-effort (CPUE) data,"Phillips, N.L.",,"Phillips, N.L. (et al.?) 2001 Analysis of silver warehou (Seriolella punctata) catch-per-unit-effort (CPUE) data"
New Zealand,,2001,1,MoF,Research Papers,A description of the orange roughy fishery in northern North Island waters (ORH 1) for 1997-98 to 1999-2000: an update of commercial catch and effort information,"Clark, M.R.",,"Clark, M.R. (et al.?) 2001 A description of the orange roughy fishery in northern North Island waters (ORH 1) for 1997-98 to 1999-2000: an update of commercial catch and effort information"
New Zealand,,2001,1,MoF,Research Papers,Summary report of biological data collected from the hoki fishery by the Hoki Management Company Limited during the 1999-2000 fishing year,"Langley, A.D.",,"Langley, A.D. (et al.?) 2001 Summary report of biological data collected from the hoki fishery by the Hoki Management Company Limited during the 1999-2000 fishing year"
New Zealand,,2001,1,MoF,Research Papers,The complexity of the hoki stock assessment model,"Bull, B.",,"Bull, B. (et al.?) 2001 The complexity of the hoki stock assessment model"
New Zealand,,2001,1,MoF,Research Papers,Estimates of the target strength of hoki,"Macaulay, G. J.",,"Macaulay, G. J. (et al.?) 2001 Estimates of the target strength of hoki"
New Zealand,,2001,1,MoF,Research Papers,Classification of acoustic mark types observed during the 2000 Sub-Antarctic trawl survey (TAN0012),"O'Driscoll, R.L.",,"O'Driscoll, R.L. (et al.?) 2001 Classification of acoustic mark types observed during the 2000 Sub-Antarctic trawl survey (TAN0012)"
New Zealand,,2001,1,MoF,Research Papers,MIAEL estimation improvements,"Cordue, P. L.",,"Cordue, P. L. (et al.?) 2001 MIAEL estimation improvements"
New Zealand,,2001,1,MoF,Research Papers,"Estimates of target strength of southern blue whiting (Micromesistius australis) from the Campbell rise and Pukaki Rise, September 2000","Dunford, A.J. ",,"Dunford, A.J.  (et al.?) 2001 Estimates of target strength of southern blue whiting (Micromesistius australis) from the Campbell rise and Pukaki Rise, September 2000"
New Zealand,,2001,1,MoF,Research Papers,Criteria for identifying and selecting high value locations and locations at risk of invasion by exotic marine organisms in New Zealand,Inglis G.,,Inglis G. (et al.?) 2001 Criteria for identifying and selecting high value locations and locations at risk of invasion by exotic marine organisms in New Zealand
New Zealand,,2001,1,MoF,Research Papers,Criteria for selecting New Zealand ports and other points of entry that have a high risk of invasion by new exotic marine organisms,Inglis G.,,Inglis G. (et al.?) 2001 Criteria for selecting New Zealand ports and other points of entry that have a high risk of invasion by new exotic marine organisms
New Zealand,,2001,2,MoF,Research Papers,A summary of commercial catch and effort information for the orange roughy (Hoplostethus atlanticus) fishery on the South Tasman Rise from 1987 to 1999,"Clark, M.R.",,"Clark, M.R. (et al.?) 2001 A summary of commercial catch and effort information for the orange roughy (Hoplostethus atlanticus) fishery on the South Tasman Rise from 1987 to 1999"
New Zealand,,2001,2,MoF,Research Papers,"Catches, size, and age structure of the 1998-99 hoki fishery","Ballara, S.L.",,"Ballara, S.L. (et al.?) 2001 Catches, size, and age structure of the 1998-99 hoki fishery"
New Zealand,,2001,2,MoF,Research Papers,An acoustic survey of spawning hoki in Cook Strait during winter 1999,"Ballara, S.L.",,"Ballara, S.L. (et al.?) 2001 An acoustic survey of spawning hoki in Cook Strait during winter 1999"
New Zealand,,2001,2,MoF,Research Papers,"Stock assessment of cockles on Snake and McDonald Banks, Whangarei Harbour, 2000","Morrison, M.A.",,"Morrison, M.A. (et al.?) 2001 Stock assessment of cockles on Snake and McDonald Banks, Whangarei Harbour, 2000"
New Zealand,,2001,2,MoF,Research Papers,"Distribution and abundance of toheroa (Paphies ventricosa) on Ninety Mile Beach, March 2000","Morrison, M.A.",,"Morrison, M.A. (et al.?) 2001 Distribution and abundance of toheroa (Paphies ventricosa) on Ninety Mile Beach, March 2000"
New Zealand,,2001,2,MoF,Research Papers,Catch-per-unit-effort (CPUE) analysis and stock assessment for black cardinalfish (Epigonus telescopus) in QMA 2,"Clark, M.R.",,"Clark, M.R. (et al.?) 2001 Catch-per-unit-effort (CPUE) analysis and stock assessment for black cardinalfish (Epigonus telescopus) in QMA 2"
New Zealand,,2001,2,MoF,Research Papers,CPUE analysis and stock assessment of the Challenger Plateau orange roughy stock (ORH 7A) for the 2000-01 fishing year,"Field, K. D.",,"Field, K. D. (et al.?) 2001 CPUE analysis and stock assessment of the Challenger Plateau orange roughy stock (ORH 7A) for the 2000-01 fishing year"
