Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,FirstAuthor,AllAuthors,Citation,Title
USA,,#N/A,1990,2,NOAA,F/NWC Technical Memorandum,AFSC,,,"RAYMORE, P. A., Jr., and K. L. WEINBERG. 1990. 1984 Spring and autumn surveys of Pacific west coast upper continental slope groundfish resources. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-179, 196 p.",1984 Spring and autumn surveys of Pacific west coast upper continental slope groundfish resources.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1990-01.pdf,1990,1,NOAA,Processed Report,AFSC,,,"RUGEN, W. C. 1990. Spatial and temporal distribution of larval fish in the western Gulf of Alaska, with emphasis on the period of peak abundance of walleye pollock (Theragra chalcogramma) larvae. NWAFC Processed Rep. 90-01, 162 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 10.67 MB).","Spatial and temporal distribution of larval fish in the western Gulf of Alaska, with emphasis on the period of peak abundance of walleye pollock (Theragra chalcogramma) larvae."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1990-05.pdf,1990,3,NOAA,Processed Report,AFSC,,,"SIEFERT, D. L. W., L. S. INCZE., and P. B. ORTNER. 1990. Vertical distribution of zooplankton, including ichthyoplankton, in Shelikof Strait, Alaska: Data from Fisheries-Oceanography Coordinated Investigation (FOCI) cruise in May 1987. NWAFC Processed Rep. 90-05, 129 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 4.92 MB).","Vertical distribution of zooplankton, including ichthyoplankton, in Shelikof Strait, Alaska: Data from Fisheries-Oceanography Coordinated Investigation (FOCI) cruise in May 1987."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1990-09.pdf,1990,2,NOAA,Processed Report,AFSC,,,"STEVENS, B. G., and R. A. MacINTOSH. 1990. Report to industry on the 1990 eastern Bering Sea crab survey. NWAFC Processed Rep. 90-09, 50 p. Alaska Fish. Sci. Center, Kodiak Laboratory, 301 Research Court, Kodiak, AK 99615. (.pdf, 4.71 MB).",Report to industry on the 1990 eastern Bering Sea crab survey.
USA,,,1990,11,NOAA,NOAA Tech Memo,NWFC,,,"Varanasi, U., S. Chan, W. D. MacLeod Jr., J. E. Stein, D. W. Brown, D. G. Burrows, K. L. Tilbury, J. T. Landahl, C. A. Wigren, T. Hom, S. M. Pierce. 1990. Survey of Subsistence Fish and Shellfish for Exposure to Oil Spilled from the Exxon Valdez First Year: 1989. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-191, 151 p.",
USA,,#N/A,1990,6,NOAA,F/NWC Technical Memorandum,AFSC,,,"WOLOTIRA, R. J., Jr., M. J. ALLEN, T. M. SAMPLE, R. L. HENRY, C. R. ITEN, and S. F. NOEL. 1990. Life history and harvest summaries for selected invertebrate species occurring off the west coast of North America, Volume 2: Cephalopods and crustacea. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-183, 191 p.","Life history and harvest summaries for selected invertebrate species occurring off the west coast of North America, Volume 2: Cephalopods and crustacea."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-20.pdf,1991,1,NOAA,Processed Report,AFSC,,,"ARMISTEAD, C. E. 1991. Report to the fishing industry on results of the 1991 eastern Bering Sea groundfish survey. AFSC Processed Rep. 91-20, 55 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 3.69 MB).",Report to the fishing industry on results of the 1991 eastern Bering Sea groundfish survey.
USA,,,1991,3,NOAA,NOAA Tech Memo,NWFC,,,"Barnett, H., R. W. Nelson, F. T. Poysky. 1991. A Comparative Study Using Multiple Indices to Measure Changes in Quality of Pink and Coho Salmon During Fresh and Frozen Storage. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-208. (PDF | HTML)",
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-13.pdf,1991,3,NOAA,Processed Report,AFSC,,,"BURKANOV, V. N., A. R. SEMENOV, and V. V. VERTIANKIN. 1991. Counts of Steller sea lions at Kamchatka and the Commander Islands, U.S.S.R., During June and July 1989. AFSC Processed Rep. 91-13, 10 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 459 KB).","Counts of Steller sea lions at Kamchatka and the Commander Islands, U.S.S.R., During June and July 1989."
USA,,#N/A,1991,1,NOAA,F/NWC Technical Memorandum,AFSC,,,"DORN, M. W. 1991. Spatial and temporal patterns in the catch of Pacific whiting in the U.S. Management Zone during 1978-88. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-205, 68 p.",Spatial and temporal patterns in the catch of Pacific whiting in the U.S. Management Zone during 1978-88.
USA,,#N/A,1991,4,NOAA,F/NWC Technical Memorandum,AFSC,,,"DORN, M. W., R. D. METHOT, E. P. NUNNALLEE, and M. E. WILKINS. 1991. Status of the coastal Pacific whiting resource in 1990. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-204, 97 p.",Status of the coastal Pacific whiting resource in 1990.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-19.pdf,1991,2,NOAA,Processed Report,AFSC,,,"FOWLER, C. W., and D. P. DeMASTER. 1991. Priorities for assessing marine mammals incidentally taken in commercial fisheries of the United States. AFSC Processed Rep. 91-19, 62 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 2.88 MB).",Priorities for assessing marine mammals incidentally taken in commercial fisheries of the United States.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-01.pdf,1991,2,NOAA,Processed Report,AFSC,,,"FOWLER, C. W., and N. BABA. 1991. Entanglement studies, St. Paul Island, 1990: Juvenile male northern fur seals. AFSC Processed Rep. 91-01, 63 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 2.58 MB).","Entanglement studies, St. Paul Island, 1990: Juvenile male northern fur seals."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-12.pdf,1991,3,NOAA,Processed Report,AFSC,,,"HERKELRATH, J. M., J. M. COE, and A. R. BUNN. 1991. Description and status of tasks in the National Oceanic and Atmospheric Administration's Marine Entanglement Research Program for fiscal years 1985-1991. AFSC Processed Rep. 91-12, 122 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 6.98 MB).",Description and status of tasks in the National Oceanic and Atmospheric Administration's Marine Entanglement Research Program for fiscal years 1985-1991.
USA,,,1991,5,NOAA,NOAA Tech Memo,NWFC,,,"Johnson, O. W., T. A. Flagg, D. J. Maynard, G. B. Milner, F. W. Waknitz. 1991. Status review for lower Columbia River coho salmon. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-202, 94 p. (Complete Article (PDF) | Summary (HTML))",
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-04.pdf,1991,2,NOAA,Processed Report,AFSC,,,"JUNE, J., and M. E. WILKINS. 1991. Results of the cooperative 1990 U.S.-Japan squid jigging survey off the Oregon and Washington coast. AFSC Processed Rep. 91-04, 101 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 4.1 MB).",Results of the cooperative 1990 U.S.-Japan squid jigging survey off the Oregon and Washington coast.
USA,,#N/A,1991,3,NOAA,F/NWC Technical Memorandum,AFSC,,,"KINOSHITA, R. K., D. A. COLPO, and J. M. TERRY. 1991. Oregon, Washington, and Alaska exports of edible fishery products, 1990. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-209, 48 p.","Oregon, Washington, and Alaska exports of edible fishery products, 1990."
USA,Editor,URL: http://www.afsc.noaa.gov/Publications/FNWC-TM/NOAA-TM-FNWC-207.pdf,1991,1,NOAA,F/NWC Technical Memorandum,AFSC,,,"LIVINGSTON, P. A. (editor). 1991. Groundfish food habits and predation on commercially important prey species in the eastern Bering Sea from 1984 to 1986. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-207, 240 p. (.pdf, 12.21 MB).",Groundfish food habits and predation on commercially important prey species in the eastern Bering Sea from 1984 to 1986.
USA,,#N/A,1991,4,NOAA,F/NWC Technical Memorandum,AFSC,,,"LORENZ, J. M., M. L. MURPHY, J. F. THEDINGA, and K V. KOSKI. 1991. Distribution and abundance of juvenile salmon in two main channel habitats of the Taku River, Alaska and British Columbia. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-206, 16 p.","Distribution and abundance of juvenile salmon in two main channel habitats of the Taku River, Alaska and British Columbia."
USA,Editor,#N/A,1991,1,NOAA,F/NWC Technical Memorandum,AFSC,,,"LOW, L-L. (editor). 1991. Status of living marine resources off Alaska as assessed in 1991. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-F/NWC-211, 95 p.",Status of living marine resources off Alaska as assessed in 1991.
USA,Editor,#N/A,1991,1,NOAA,F/NWC Technical Memorandum,AFSC,,,"LOW, L-L. (editor). 1991. Status of living marine resources off the Pacific Coast of the United States as assessed in 1991. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-F/NWC-210, 69 p.",Status of living marine resources off the Pacific Coast of the United States as assessed in 1991.
USA,,,1991,2,NOAA,NOAA Tech Memo,NWFC,,,"Matthews, G. M., R. S. Waples. 1991. Status Review for Snake River Spring and Summer Chinook Salmon. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-200.",
USA,,#N/A,1991,5,NOAA,F/NWC Technical Memorandum,AFSC,,,"MERRICK, R. L., L. M. FERM, R. D. EVERITT, R. R. REAM, and L. A. LESSARD. 1991. Aerial and ship-based surveys of northern sea lions (Eumetopias jubatus) in the Gulf of Alaska and Aleutian Islands during June and July 1990. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-196, 34 p.",Aerial and ship-based surveys of northern sea lions (Eumetopias jubatus) in the Gulf of Alaska and Aleutian Islands during June and July 1990.
USA,,#N/A,1991,3,NOAA,F/NWC Technical Memorandum,AFSC,,,"MURPHY, M. L., J. M. LORENZ, and K V. KOSKI. 1991. Population estimates of juvenile salmon downstream migrants in the Taku River, Alaska. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-203, 27 p.","Population estimates of juvenile salmon downstream migrants in the Taku River, Alaska."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-11.pdf,1991,3,NOAA,Processed Report,AFSC,,,"NORRIS, J. G., J. D. BERGER, and K. T. BLACK. 1991. Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island miscellaneous species trawl fishery. AFSC Processed Rep. 91-11, 262. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 16.83 MB).",Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island miscellaneous species trawl fishery.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR91-08.pdf,1991,3,NOAA,Processed Report,AFSC,,,"NORRIS, J. G., J. D. BERGER, and K. T. BLACK. 1991. Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island other flatfish trawl fishery. AFSC Processed Rep. 91-08, 208 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (8.72 MB).",Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island other flatfish trawl fishery.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-02.pdf,1991,3,NOAA,Processed Report,AFSC,,,"NORRIS, J. G., J. D. BERGER, and K. T. BLACK. 1991. Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island Pacific cod trawl fishery. AFSC Processed Rep. 91-02, 216 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 14.31 MB).",Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island Pacific cod trawl fishery.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-10.pdf,1991,3,NOAA,Processed Report,AFSC,,,"NORRIS, J. G., J. D. BERGER, and K. T. BLACK. 1991. Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island pollock bottom trawl fishery. AFSC Processed Rep. 91-10, 254 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 17.26 MB).",Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island pollock bottom trawl fishery.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-09.pdf,1991,3,NOAA,Processed Report,AFSC,,,"NORRIS, J. G., J. D. BERGER, and K. T. BLACK. 1991. Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island pollock midwater trawl fishery. AFSC Processed Rep. 91-09, 264 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 16.99 MB).",Fisherman's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island pollock midwater trawl fishery.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-07.pdf,1991,3,NOAA,Processed Report,AFSC,,,"NORRIS, J. G., J. D. BERGER, and K. T. BLACK. 1991. Fishermen's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island yellowfin sole trawl fishery. AFSC Processed Rep. 91-07, 232 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 15.13 MB).",Fishermen's guide to catch per unit effort and bycatch data from the National Marine Fisheries Service Observer Program: Bering Sea/Aleutian Island yellowfin sole trawl fishery.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-05.pdf,1991,2,NOAA,Processed Report,AFSC,,,"PAYNE, R., and J. STARK. 1991. Report to industry: Results of the 1990 cooperative bottom trawl survey of the Central and Western Gulf of Alaska. AFSC Processed Rep. 91-05, 136 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 6.92 MB).",Report to industry: Results of the 1990 cooperative bottom trawl survey of the Central and Western Gulf of Alaska.
USA,Compiler,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-06.pdf,1991,1,NOAA,Processed Report,AFSC,,,"PEARCE, J. A. (compiler). 1991. Discussion summaries from the International Workshop on Bering Sea Pollock Stock Assessment, February 4-8, 1991. AFSC Processed Rep. 91-06. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 9.93 MB).","Discussion summaries from the International Workshop on Bering Sea Pollock Stock Assessment, February 4-8, 1991."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-14.pdf,1991,1,NOAA,Processed Report,AFSC,,,"PERLOV, A. S. 1991. Present abundance of Steller sea lions (Eumetopias jubatus) in the U.S.S.R. AFSC Processed Rep. 91-14, 17 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 747 KB).",Present abundance of Steller sea lions (Eumetopias jubatus) in the U.S.S.R.
USA,,,1991,2,NOAA,NOAA Tech Memo,NWFC,,,"Reppond, K. D., J. K. Babbitt. 1991. Characterization and Frozen Storage Stability of Cod Mince Subjected to Mechanical Separation of ""Sealworms"" or ""Codworms"". U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-193, 23 p. (Complete Article (PDF) | Abstract/Intro (HTML))",
USA,,,1991,2,NOAA,NOAA Tech Memo,NWFC,,,"Reppond, K. D., J. K. Babbitt. 1991. Effect of Washing on the Stability of Walleye Pollock Surimi during Frozen Storage. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-192, 21 p.",
USA,,#N/A,1991,2,NOAA,Processed Report,AFSC,,,"SIEFERT, D. L. W., and L. S. INCZE. 1991. Zooplankton of Shelikof Strait, Alaska, April 1988: Data from Fisheries-Oceanography Coordinated Investigations (FOCI) cruises. AFSC Processed Rep. 91-03, 63 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070.","Zooplankton of Shelikof Strait, Alaska, April 1988: Data from Fisheries-Oceanography Coordinated Investigations (FOCI) cruises."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-16.pdf,1991,2,NOAA,Processed Report,AFSC,,,"SIEFERT, D. L. W., and L. S. INCZE. 1991. Zooplankton of Shelikof Strait, Alaska, April and May 1989: Data from Fisheries-Oceanography Coordinated Investigation (FOCI) cruises. AFSC Processed Rep. 91-16, 119 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 5.08 MB).","Zooplankton of Shelikof Strait, Alaska, April and May 1989: Data from Fisheries-Oceanography Coordinated Investigation (FOCI) cruises."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-18.pdf,1991,2,NOAA,Processed Report,AFSC,,,"SPRING, S., and K. BAILEY. 1991. Distribution and abundance of juvenile pollock from historical shrimp trawl surveys in the western Gulf of Alaska. AFSC Processed Rep. 91-18, 66 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 2.68 MB).",Distribution and abundance of juvenile pollock from historical shrimp trawl surveys in the western Gulf of Alaska.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-17.pdf,1991,3,NOAA,Processed Report,AFSC,,,"STEVENS, B. G., R. A. MacINTOSH, and J. A. HAAGA. 1991. Report to industry on the 1991 eastern Bering Sea crab survey. AFSC Processed Rep. 91-17, 53 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, Kodiak Laboratory, 301 Research Court, Kodiak, AK 99615. (.pdf, 3. 35 MB).",Report to industry on the 1991 eastern Bering Sea crab survey.
USA,,#N/A,1991,4,NOAA,F/NWC Technical Memorandum,AFSC,,,"THEDINGA, J. F., S. W. JOHNSON, K V. KOSKI, and A. S. FELDHAUSEN. 1991. Downstream migration of juvenile salmonids in old Situk River, Southeast Alaska, 1989, 26 p. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-199, 26 p.","Downstream migration of juvenile salmonids in old Situk River, Southeast Alaska, 1989"
USA,,#N/A,1991,1,NOAA,F/NWC Technical Memorandum,AFSC,,,"THOMPSON, G. G. 1991. Determining minimum viable populations under the Endangered Species Act. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-198, 78 p.",Determining minimum viable populations under the Endangered Species Act.
USA,,,1991,1,NOAA,NOAA Tech Memo,NWFC,,,"Thompson, G. G. 1991. Determining Minimum Viable Populations under the Endangered Species Act. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-198, 78 p.",
USA,,,1991,1,NOAA,NOAA Tech Memo,NWFC,,,"Waples, R. S. 1991. Definition of ""Species"" Under the Endangered Species Act: Application to Pacific Salmon. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-194.",
USA,,,1991,2,NOAA,NOAA Tech Memo,NWFC,,,"Waples, R. S., O. W. Johnson. 1991. Status Review for Snake River Sockeye Salmon. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-195.",
USA,,,1991,4,NOAA,NOAA Tech Memo,NWFC,,,"Waples, R. S., R. P. Jones Jr., B. R. Beckman, G. A. Swan. 1991. Status Review for Snake River Fall Chinook Salmon. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-F/NWC-201.",
USA,,#N/A,1991,2,NOAA,F/NWC Technical Memorandum,AFSC,,,"WILSON, M. T., and C. E. ARMISTEAD. 1991. 1989 Bottom trawl survey of the eastern Bering Sea continental shelf. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-F/NWC-212, 212 p.",1989 Bottom trawl survey of the eastern Bering Sea continental shelf.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1991-15.pdf,1991,1,NOAA,Processed Report,AFSC,,,"YANG, M-S. 1991. Pictorial guide to the gill arches of gadids and pleuronectids in the eastern Bering Sea. AFSC Processed Rep. 91-15, 25 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 1.12 MB).",Pictorial guide to the gill arches of gadids and pleuronectids in the eastern Bering Sea.
USA,,URL: http://www.afsc.noaa.gov/Publications/FNWC-TM/NOAA-TM-FNWC-214.pdf,1992,1,NOAA,F/NWC Technical Memorandum,AFSC,,,"ANTONELIS, G. A. 1992. Northern fur seal research techniques manual. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-214, 47 p. (.pdf, 2.17 MB).",Northern fur seal research techniques manual.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1992-13.pdf,1992,1,NOAA,Processed Report,AFSC,,,"ARMISTEAD, C. E. 1992. Report to the fishing industry on results of the 1992 eastern Bering Sea groundfish survey. AFSC Processed Rep. 92-13, 56 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 3.27 MB).",Report to the fishing industry on results of the 1992 eastern Bering Sea groundfish survey.
USA,,#N/A,1992,9,NOAA,F/NWC Technical Memorandum,AFSC,,,"BAKKALA, R. G., W. A. KARP, G. F. WALTERS, T. SASAKI, M. T. WILSON, T. M. SAMPLE, A. M. SHIMADA, D. ADAMS, and C. E. ARMISTEAD. 1992. Distribution, abundance, and biological characteristics of groundfish in the Eastern Bering Sea based on results of U.S.-Japan bottom trawl and midwater surveys during June-September 1988. U.S. Dep. Commer., NOAA Tech. Memo. NMFS F/NWC-213, 362 p.","Distribution, abundance, and biological characteristics of groundfish in the Eastern Bering Sea based on results of U.S.-Japan bottom trawl and midwater surveys during June-September 1988."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1992-14.pdf,1992,1,NOAA,Processed Report,AFSC,,,"DOYLE, M. J. 1992. Patterns in distribution and abundance of ichthyoplankton off Washington, Oregon, and northern California (1980 to 1987). AFSC Processed Rep. 92-14, 344 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 19.28 MB).","Patterns in distribution and abundance of ichthyoplankton off Washington, Oregon, and northern California (1980 to 1987)."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1992-03.pdf,1992,2,NOAA,Processed Report,AFSC,,,"FERRERO, R. C., and C. W. FOWLER. 1992. Survey designs for assessment of harbor porpoise and harbor seal populations in Oregon, Washington, and Alaska. Report of the workshop held 9-11 April 1991. AFSC Processed Rep. 92-03, 101 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 4.21 MB).","Survey designs for assessment of harbor porpoise and harbor seal populations in Oregon, Washington, and Alaska."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1992-11.pdf,1992,3,NOAA,Processed Report,AFSC,,,"FISCUS, C. H., H. KAJIMURA, and J. BREIWICK. 1992. The biology of cephalopods from the cooperative U.S.-Japan squid jigging surveys off Oregon and Washington, 1990. AFSC Processed Rep. 92-11, 50 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 1.94 MB).","The biology of cephalopods from the cooperative U.S.-Japan squid jigging surveys off Oregon and Washington, 1990."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1992-07.pdf,1992,4,NOAA,Processed Report,AFSC,,,"FOWLER, C. W., R. REAM, B. ROBSON, and M. KIYOTA. 1992. Entanglement studies, St. Paul Island, 1991 juvenile male northern fur seals. AFSC Processed Rep. 92-07, 45 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 2 MB).","Entanglement studies, St. Paul Island, 1991 juvenile male northern fur seals."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR1992-06.pdf,1992,5,NOAA,Processed Report,AFSC,,,"GUTTORMSEN, M., J. GHARRETT, G. TROMBLE, J. BERGER, and S. MURAI. 1992. Summaries of domestic and joint venture groundfish catches (metric tons) in the northeast Pacific Ocean and Bering Sea, 1990. AFSC Processed Rep. 92-06, 143 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle, WA 98115-0070. (.pdf, 729 KB).","Summaries of domestic and joint venture groundfish catches (metric tons) in the northeast Pacific Ocean and Bering Sea, 1990."
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-4.pdf,1992,3,NOAA,AFSC Technical Memorandum,AFSC,,,"GUTTORMSEN, M., R. NARITA, and J. BERGER. 1992. Summary of U. S. observer sampling of joint venture fisheries in the northeast Pacific Ocean and eastern Bering Sea, 1990. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-4, 78 p. (.pdf, 24.5 MB).","Summary of U. S. observer sampling of joint venture fisheries in the northeast Pacific Ocean and eastern Bering Sea, 1990."
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-5.pdf,1992,5,NOAA,AFSC Technical Memorandum,AFSC,,,"GUTTORMSEN, M., R. NARITA, J. GHARRETT, G. TROMBLE, and J. BERGER. 1992. Summary of observer sampling of domestic groundfish fisheries in the northeast Pacific Ocean and eastern Bering Sea, 1990. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-5, 281 p. (.pdf, 89 MB).","Summary of observer sampling of domestic groundfish fisheries in the northeast Pacific Ocean and eastern Bering Sea, 1990."
USA,,,1992,3,NOAA,NOAA Tech Memo,NWFC,,,"Hard, J. J., R. P. Jones Jr., R. S. Waples. 1992. Pacific Salmon and Artificial Propagation Under the Endangered Species Act. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-2.",
