Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,FirstAuthor,AllAuthors,Citation,Title,Date,Vol
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0498.pdf,1998,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Davies, I.M. & Gordon, J.D.M.",,Contaminants in deep water fish stocks progress report: March 1998. (04/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0598.pdf,1998,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Harding, M.J.C. & Davies, I.M.",,Effects of TBT in western coastal waters. PECD CW0691. Start date: 1 February 1997. End date: 28 February 1998. (05/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0698.pdf,1998,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Kelly, M. & Fraser, S.",,Toxin phytoplankton monitoring in Scotland - 1 January to 31 December 1997. (06/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0798.pdf,1998,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Turrell, W.R.",,Ocean climate status report 1997. (07/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0898.pdf,1998,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Galbraith, R.D.",,Trends in Scottish fishing methods (1982-1996). (08/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0998.pdf,1998,7,Fisheries Research Services,Collaborative/Contract Reports,,,"Moffat, C.F.; McIntosh, A.D.; Webster, L.; Shepherd, N.J.; Dalgarno, E.J.; Brown, N.A. & Moore, D.C.",,"Determination and environmental assessment of hydrocarbons in fish, shellfish and sediments following an oil spill at the Captain field. (09/98)",01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1098.pdf,1998,7,Fisheries Research Services,Collaborative/Contract Reports,,,"Wardle, C.S.; Carter, T.J.; Urquhart, G.G.; Johnstone, A.D.F.; Ziolkowski, A.; Hampson, G. & Mackie, D.",,The sound of a triple 'G' seismic airgun and its effects on the behaviour of marine fish. (10/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1198.pdf,1998,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Walker, A.F.; Northcott, S.J.; MacDonald, A.I.M. & Thorne, A.E.",,The Shieldaig sea trout project. (11/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1398.pdf,1998,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Northcott, S.; Thorne, A.; MacDonald, A.I.M. & Walker, A.F.",,Investigation of the occurrence of Argulus coregoni in the Rivers Isla and Ericht and the Lunan Burn in 1998. (12/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1398.pdf,1998,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Minchin, A.; Davies, I.M.; Pymm, H. & Grewar, G.N.",,Survey of imposex in the North Sea CW0825: interim report for August - December 1998. (13/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1498.pdf,1998,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Mormede, S.; Davies, I.M. & Gordon, J.D.",,Contaminants in deep water fish stocks progress report: November 1998. (14/98),01/01/1998
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/frsr1399.pdf,1999,UFO,Fisheries Research Services,Collaborative/Contract Reports,,,FRS,,Plankton monitoring off the northeast coast of Scotland in 1997 and 1998 (13/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/frsr1499.pdf,1999,UFO,Fisheries Research Services,Collaborative/Contract Reports,,,FRS,,Monitoring the effects of climate change: overwintering abundance of Calanus finmarchicus in the Faroe-Shetland channel (14/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0199.pdf,1999,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Minchin, A.; Davies, I.M.; Pymm, H. & Grewar, G.N.",,Survey of imposex in the North Sea CW0825 - six month report. (01/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0299.pdf,1999,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Rodger, G.K.; Davies, I.M. & Stagg, R.M.",,Development and application of biomarker/bioassay procedures for the environmental monitoring of sea lice treatment chemicals used in salmon farming - phase 1. (02/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0399.pdf,1999,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Simpson, P.; Webster, L.; Shanks, A.M. & Moffat, C.F.",,"The authentication of edible oils, including olive oil, on the basis of hydrocarbon concentration and composition. (03/99)",01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0499.pdf,1999,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Robertson, M.R. & Pinn, E.",,Benthic biodiversity in the greater Minch area. (04/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0599.pdf,1999,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Forbes, H.E.; Smith, G.W.; Johnstone, A.D.F. & Stephen, A.B.",,"An assessment of the performance of the resistivity fish counter in the Borland lift fish pass, at Kilmorack power station on the River Beauly. (05/99)",01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0699.pdf,1999,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Forbes, H.E.; Smith, G.W.; Johnstone, A.D.F. & Stephen, A.B.",,An assessment of the performance of the resistivity fish counter in the Borland lift fish pass at Lairg power station on the River Shin. (06/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/07-99.pdf,1999,11,Fisheries Research Services,Collaborative/Contract Reports,,,"Patterson, K.R.; Cook, R.M.; Darby, C.D.; Gavaris, S.; Kell, L.; Lewy, P.; Mesnil, B.; Punt, A.E.; Restrepo, V.R.; Skagen, D.W. & Stefansson, G.",,A review of some methods for estimating uncertainty in fisheries. (07/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0899.pdf,1999,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Kelly, M. & Fraser, S.",,Toxic monitoring in Scotland 1998. (08/99),01/01/1999
Scotland,,,1999,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Turrell, W.R.",,Scottish ocean climate status report 1998. (09/99) [no document available],01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1099.pdf,1999,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Forbes, H.E.; Smith, G.W.; Johnstone, A.D.F. & Stephen, A.B.",,An assessment of the effectiveness of a Borland lift fish pass in permiting the passage of adult Atlantic salmon ( Salmo salar L.). (10/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1199.pdf,1999,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Minchin, A.; Davies, I.M.; Pymm, H. & Grewar, G.N.",,North Sea imposex survey: CW0825 August 1998 - July 1999 - final report. (11/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1299.pdf,1999,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Wright, P.J. & Kennedy, F.M.",,Sandeel biology and its implications to management. (12/99),01/01/1999
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0100.pdf,2000,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Minchin, A. & Davies, I.M.",,"SOTEAG Rocky Shore Monitoring Programme. TBT contamination in Sullom Voe, Shetland. 1999 dogwhelk survey. (01/2000)",01/01/2000
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0200.pdf,2000,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Forbes, H.E.; Smith, G.W.; Johnstone, A.D.F. & Stephen, A.B.",,An assessment of the performance of the resistivity fish counter in the Borland lift fish pass at Dundreggan Dam on the River Moriston. (02/2000),01/01/2000
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0300.pdf,2000,6,Fisheries Research Services,Collaborative/Contract Reports,,,"Hess, P.; Brown, N.A.; Bates, L.; Turriff, J.; Howard, F.G. & Moffat, C.F.",,A comparison of domoic acid concentrations in scallop ( Pectin maximus) gonads processed by FRS ML and those prepared by a commercial processor. (03/2000),01/01/2000
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0400.pdf,2000,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Forbes, H.E.; Smith, G.W.; Johnstone, A.D.F. & Stephen, A.B.",,An assessment of the effectiveness of a Borland lift fish pass in permitting the passage of adult Atlantic salmon ( Salmo salar L.): year 2 of a three year study. (04/2000),01/01/2000
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0500.pdf,2000,6,Fisheries Research Services,Collaborative/Contract Reports,,,"O'Neill, S.; Laschi, S.; Davies, I.M.; Webster, L.; Campbell, L.A. & Moffat, C.F.",,Immunological detection of PCBs in environmental samples using a screen printed electrode biosensor and differential pulse voltammetry. (05/2000),01/01/2000
Scotland,,,2000,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Turrell, W.R.",,Scottish ocean climate status report 1999. (06/2000) [no document available],01/01/2000
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0700.pdf,2000,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Webster, L.; Dalgarno, E. & Moffat, C.F.",,Polycyclic aromatic hydrocarbon (PAH) and N-alkaline composition of herbage samples following the Sea Empress oil spill. (07/2000),01/01/2000
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0101.pdf,2001,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Gillibrand, P.A.",,An overview of scientific research on environmental effects of the Scottish aquaculture industry. (01/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0201.pdf,2001,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Webster, L.; Simpson, P. & Shanks, A.M.",,Adulteration of olive oil with hazelnut oil: to enable detection of unrefined and refined hazelnut oil in virgin and refined olive oil. (02/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0301.pdf,2001,9,Fisheries Research Services,Collaborative/Contract Reports,,,"Robinson, C.; Craft, J.; Davies, I.; Moffat, C.; Pirie, D.; Robertson, F.; Brown, E.; Stagg, R. & Struthers, S.",,Effects of ethynyloestradiol and sewage effluent upon maturation molecular markers of oestrogenic exposure and reproductive success in marine teleost ( Pomatoschistus minutus Palas). 03/01,01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0401.pdf,2001,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Harding, M.J.C.; Rodger, G.K. & Davies, I.M.",,"SOTEAG Rocky Shore Monitoring Programme. TBT contamination in Sullom Voe, Shetland. 2001 dogwhelk survey. (04/01)",01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/ersem_report_final.pdf,2002,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Heath, M.R.; Edwards, A.C.; Patsch, J. & Turrell, W.R.",,Modelling the behaviour of nutrient in the coastal waters of Scotland (10/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0102.pdf,2002,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Simpson, P. & Webster, L.",,"The determination of the pyrethroid, cypermethrin, in sediment and biota from Loch Diabaig. (01/02)",01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0202.pdf,2002,17,Fisheries Research Services,Collaborative/Contract Reports,,,"Raynard, R.; Dixon, P.; Gardiner, R.; Gardiner, W.; Grant, R.; Murray, A.; Longshaw, C.; Gregor, A.; Quickfal, S.; Macdonald, A.; Sheppard, A.; Cunningham, C.; Stone, D.; Bain, N.; Taylor, G.; Hill, B. & Stagg, R.",,Survey of wild salmonid fish in Great Britain in year 2000 for infectious salmon anaemia (ISA). (02/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0302CollCon.pdf,2002,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Quick, N.J.; Middlemass, S.J. & Armstrong, J.D.",,The use of anti-predator controls in Scottish marine salmon farms. (03/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0402CollCon.pdf,2002,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Bresnan, E.; Fraser, S. & Kelly, M.C.",,Toxic phytoplankton monitoring in Scotland: 1 January 1999 to 31 December 2000. (04/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0502CollCon.pdf,2002,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Forbes, H.E.; Smith, G.W.; Johnstone, A.D.F. & Stephen, A.B.",,Testing the effectiveness of changes to the operation of a Borland lift fish pass. (05/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0602CollCon.pdf,2002,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Pizzamei, M. & Gillibrand, P.A.",,Observation of wave conditions and sediment resuspension characteristics at Shetland fish farm sites. (06/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0702CollCon.pdf,2002,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Collins, C.; Mo, T.; Buchmann, K. & Collins, C.",,Diagnosis of Gyrodactylus (Monogenea: platyhelminthes) infecting salmonid fish in northern Europe. (07/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0802.pdf,2002,5,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.; Davies, I.M.; Megginson, C.; Webster, L. & Moffat, C.F.",,Measurement of chemical contaminants in shellfish from Scottish waters. (08/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0902CollCon.pdf,2002,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Howard, F.G.",,Monitoring of algal toxins in shellfish in Scotland - 1 April 2001 to 31 March 2002. (09/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1102.pdf,2002,6,Fisheries Research Services,Collaborative/Contract Reports,,,"Webster, L.; McIntosh, A.D.; Dalgarno, E.J.; Megginson, C.; Shepherd, N.J. & Moffat, C.F.",,The polycyclic aromatic hydrocarbon composision of mussels ( Mytillus edulis) from Scottish coastal waters. (11/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1202.pdf,2002,6,Fisheries Research Services,Collaborative/Contract Reports,,,"Robinson, C.D.; Brown, E.; Craft, J.A.; Davies, I.M.; Megginson, C. & Moffat, C.F.",,Further laboratory studies of the effects of exogenous oestrogenic chemicals on exposure markers and breeding success in sand goby ( Pomatoschistis minutus pallas). (12/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/coll1302.pdf,2002,6,Fisheries Research Services,Collaborative/Contract Reports,,,"Walsham, P.; Webster, L.; McIntosh, A.; Fryer, R.; Mackie, P. & Moore, D.",,The effects of oil exploration and production in the Fladen Ground : composition and concentration of hydrocarbons in sediment samples collected during 1989. (13/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1402.pdf,2002,6,Fisheries Research Services,Collaborative/Contract Reports,,,"Walsham, P.; Webster, L.; McIntosh, A.; Fryer, R.; Mackie, P. & Moore, D.",,The effects of oil exploration and production in the Fladen Ground: composition and concentration of hydrocarbons in sediment samples collected in 2000 and their comparison with sediment samples collected in 1989. (14/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1502.pdf,2002,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Megginson, C.",,Analysis of steroids in sea water by solid-phase extraction and gas chromatography mass spectrometry (GC-MS). (15/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0103.pdf,2003,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Davies, I.M. & Rae, G.",,Study for research into the aquaculture (FISH) carrying capacity of GB coastal waters. (01/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0203.pdf,2003,4,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.D.; Webster, L.; Bredzinski, X. & Moffat, C.F.",,Measurement of chemical contaminants in shelfish from Scottish waters. (02/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0303.pdf,2003,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Smith, E.; Graham, J. & Heron, J.",,2002 annual report on the Scottish monitoring programe for the classification of shellfish harvesting sites. (03/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0403.pdf,2003,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Davies, I. & McLeod, D.",,Final report: scoping study for research into the aquaculture (Shellfish) carrying capacity of GB coastal waters. (04/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0503.pdf,2003,4,Fisheries Research Services,Collaborative/Contract Reports,,,"O'Neill, S.; Ripp, S.; Megginson, C. & Davies, I.M.",,Microbial detection of polycyclic aromatic hydrocarbons in contaminated marine sediment. (05/03),01/01/2003
Scotland,,,2003,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Walker, A.F.",,A questionnaire survey of the current status of rainbow trout ( Oncorhynchus mykiss (Walbaum)) in Scotland. (06/03) [no document available],01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0703.pdf,2003,5,Fisheries Research Services,Collaborative/Contract Reports,,,"Gubbins, M.J.; Gillibrand, P.A.; Sammes, P.J.; Miller, B.S. & Davies, I.M.",,OSPAR eutrophication assessment of aquaculture hotspots in Scottish coastal waters. (07/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0803.pdf,2003,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Stobo, L.; Webster, L. & Gallacher, S.",,"Occurrence of azaspiracids, spirolides, yessotoxins, pectenotoxins and free fatty acids in plankton and shellfish. (08/03)",01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0903.pdf,2003,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Howard, F.G.",,Monitoring of algal toxins in shellfish in Scotland: 1 April to 31 March 2003. (09/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1003.pdf,2003,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Heath, M.",,An operational model of the effects of stock structure and spatio-temporal factors on recruitment. Final report of the EU-STEREO project FAIR-CT98-4122. (10/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1103.pdf,2003,9,Fisheries Research Services,Collaborative/Contract Reports,,,"Turrell, W.; Sherwin, T.; Slesser, G.; Hughes, S.; Lichtman, D.; Beaton, J.; Robjant, M.; Watson, A. & Burns, M.",,"A detailed survey of the Wyville-Thomson Ridge region, April 2003. (11/03)",01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1203.pdf,2003,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Gubbins, M.; Gillibrand, P.; Miller, B.S. & Davies, I.",,OSPAR eutrophication assessment of aquaculture hotspots in Scottish coastal waters: addendum report. (12/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1303.pdf,2003,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Turrell, W. & Bannister, C.",,Ocean climate in relation to North Sea cod. (13/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1403.pdf,2003,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Bresnan, E.",,Monitoring programme for toxic phytoplankton in Scottish coastal waters: 1 April 2002 - 31 March 2003. (14/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0104.pdf,2004,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Walsham, P. & Webster, L.",,"Determination of the semi-synthetic Avermectin, Enamectin Benzoate, by Liquid Chromatography - Atmospheric Pressure Chemical Ionisation Mass Spectrometry (LC-APCI-MS) in sediment from Loch Sunart and Loch Kishorn. (01/04)",01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0204.pdf,2004,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Smith, E.; Graham, J. & Heron, J.",,2003 Annual Report on the Scottish Monitoring Programme for the classification of shellfish harvesting sites. (02/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0304.pdf,2004,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Sherwin, T.; Slessor, G. & Hughes, S.",,Wyville-Thomson Ridge and Faroe Bank Survey - Scotia cruise 10403S. (03/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0404.pdf,2004,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Wells, D.; Cofino, W. & Scurfield, J.",,The application of the Cofino Model to evaluate laboratory performance study data using the Bandwidth Estimator. (04/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0504CollCon.pdf,2004,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Davies, I.M.",,Background/Reference Concentration (BRCs) for the UK. (05/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0604.pdf,2004,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Petrie, J.",,Monitoring of algal toxins in shellfish in Scotland - 1 April 2003 to 31 March 2004. (06/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0704.pdf,2004,3,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.; Russell, M.; & Parker, G.",,Continued monitoring of polycyclic aromatic hydrocarbon (PAH) contamination in Loch Leven. (07/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0904.pdf,2004,4,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.D.; Devalla, S.; Robinson, C.D. & Moore, D.C.",,Measurement of trace metals in shellfish in support of the Jambo monitoring programme. (09/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1004.pdf,2004,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Fraser, H. & Greenstreet, S.",,1st Annual Report on groundfish assemblage species composition and diversity. (10/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1104.pdf,2004,5,Fisheries Research Services,Collaborative/Contract Reports,,,"Fraser, H.; Greenstreet, S.; Scott, B.; Sharples, J. & Ross, O.",,"Hydrographic surveys and long-term mooring work in the Wee Bankie, Marr Bank and Berwick's Bank Region of the N Western N Sea, 1997-2003. (11/04)",01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1204.pdf,2004,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Fraser, S.; Bresnan, E. & Moffat, C.",,Monitoring programme for toxin producing phytoplankton in Scottish coastal waters 1 April 2003 to 31 March 2004. (12/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1304.pdf,2004,9,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.; Russell, M.; Webster, L.; Packer, G.; Phillips, L.; Dalgarno, E.; Devalla, S.; Robinson, C. & Davies, I.",,Sampling and analysis for chemical contaminants in shellfish from Scottish inshore and offshore harvesting areas. (13/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1404.pdf,2004,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Gubbins, M.; Harding, M. & Davies, I.M.",,"SOTEAG Rocky Shore Monitoring Programme. TBT contamination in Sullom Voe, Shetland. 2004 Dogwhelk Survey Preliminary Report. (14/04)",01/01/2004
Scotland,,,2005,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Hughes, S.L.; Turrell, W.R.; Hansen, B. & Osterhus, S.",,Long term measurements of currents in the Faroe Shetland Channel (1994-2002). (01/05) [no document available],01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0205.pdf,2005,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Hughes, S.L.; Turrell, W.R.; Hansen, B. & Osterhus, S.",,SOTEAG Rocky Shore Monitoring Programme. TBT contamination in Sullom Voe Shetland. 204 Dogwhelk Survey. (02/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0305.pdf,2005,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Smith, E.; Graham, J. & Heron, J.",,2004 Annual Report on the Scottish Monitoring Programme for the Classification of Shellfish Harvesting Sites. (03/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0405.pdf,2005,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Bresnan, E.",,Correlation between algal presence in water and toxin presence in shellfish. (04/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0505.pdf,2005,4,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.; Devalla, S.; Robinson, C. & Davies, I.",,Sampling and analysis of scallops for trace metals contaminants from Fishing Box NM12 - Interim Report. (05/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0605.pdf,2005,7,Fisheries Research Services,Collaborative/Contract Reports,,,"Webster, L.; McIntosh, A.; Russell, M.; Walsham, P.; Packer, G.; Dalgarno, E. & Moffat, C.",,"Composition and concentration of hydrocarbons in sediment samples collected during 2003 from West Burra and St Magnus Bay, Shetland Islands. (06/05)",01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0705.pdf,2005,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Urquhart, G. & Hall, C.",,A study of underwater noise generated during Civil Engineering works at Fraserburgh Harbour. (07/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0805.pdf,2005,4,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.D.; Devalla, S.; Robinson, C. & Davies, I.M.",,Measurement of trace metals in shellfish in support of the Jambo monitoring programme. Supplement to FSA (Scotland) Project Code SO20. (08/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0905.pdf,2005,4,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.D.; Devalla, S.; Robinson, C.D. & Davies, I.M.",,Sampling and analysis for scallops for trace metal contamination from fishing box NM12. FSA (Scotland) Project Code SP1N030. (09/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1005.pdf,2005,4,Fisheries Research Services,Collaborative/Contract Reports,,,"McIntosh, A.; Russell, M.; Webster, L. & Packer, G.",,Continued monitoring of polycyclic aromatic hydrocarbon (PAH) contamination in Loch Leven. FSA (Scotland) Project Code: SO2021. (10/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1105.pdf,2005,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Megginson, C. & Petrie, J.",,Monitoring of algal toxins in shellfish in Scotland: 1 April 2004 - 31 March 2005. (11/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1205.pdf,2005,5,Fisheries Research Services,Collaborative/Contract Reports,,,"Stobo, L.; Webster, L.; Smith, E.A.; Cowles, J. & Gallacher, S.",,"Development, evaluation and assessment of methods for the determination of ASP, DSP and PSP using LC-MS and LC-MS/MS. (12/05)",01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1405.pdf,2005,10,Fisheries Research Services,Collaborative/Contract Reports,,,"Ahmed, A.; Webster, L.; Fryer, R.; Davies, I.; Russell, M.; Walsham, P.; Packer, G.; Moore, D.; Moffat, C. & Pollard, P.",,The effects of oil exploration and production in the Fladen Ground: composition and concentration of hydrocarbons in sediment samples collected during 2001 using a stratified random sampling design. (14/05),01/01/2005
