Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,FirstAuthor,AllAuthors,Citation,Title,Date,Vol
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int1406.pdf,2006,1,Fisheries Research Services,Internal Reports,,,"Turrell, W.R.",,Qualitative review of the FRS shellfish toxin and phytoplankton databases 1990-2002 (14/06),14/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1206.pdf,2006,1,Fisheries Research Services,Internal Reports,,,"Cunningham, C.",,A review of research and field data on relative louse infection levels on wild salmon smolts and Sea Trout and the proximity of fish farms to river estuaries. (12/06),12/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1106.pdf,2006,2,Fisheries Research Services,Internal Reports,,,"Hughes, S.L. & Turrell, W.R.",,Final report of ROAME AE1190 Oceanic Transport Around Scotland April 2002 - March 2006. (11/06),11/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1006.pdf,2006,3,Fisheries Research Services,Internal Reports,,,"Hughes, S.L.; Beaton, J. & Slesser, G.",,"Current meter measurements east of Shetland, October 2005 - October 2006: Monitoring oceanic exchanges with the North Sea. (10/06)",10/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0906.pdf,2006,5,Fisheries Research Services,Internal Reports,,,"Ahmed, A.; Webster, L.; Pollard, P.; Davies, I. & Moffat, C.",,Description and evaluation of a sampling system for monitoring hydrocarbons in sediments. (09/06),09/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0806.pdf,2006,6,Fisheries Research Services,Internal Reports,,,"Howell, T.R.W.; Davis, S.E.B.; Donald, J.; Dobby, H.; Tuck, I.; Bailey, N.",,Report of Marine Laboratory scallop stock assessments (08/06),08/01/2006
Scotland,,http://www.marlab.ac.uk/FRS.Web/Uploads/Documents/IR0706.pdf,2006,5,Fisheries Research Services,Internal Reports,,,"Davis, S.; Howell, T.; Drewery, J.; Harding, M. & Ward, B.",,Survey of Solway cockle grounds 2005. (07/06),07/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0606.pdf,2006,4,Fisheries Research Services,Internal Reports,,,"Webster, L.; Russell, M.; Walsham, P. & Moffat, C.",,A review of Brominated Flame Retardants (BFRs) in the Aquatic Environment and the development of an analytical technique for their analysis in environmental samples. (06/06),06/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0506.pdf,2006,3,Fisheries Research Services,Internal Reports,,,"Greathead, C.; Jackson, J. & Davies, I.",,"Seasonal variation in the relative importance of aquaculture, hand run-off and tidal exchange as sources of nutrients in Scottish sea lochs. (05/06)",05/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0406.pdf,2006,1,Fisheries Research Services,Internal Reports,,,"Simpson, I.",,"Renovation of the Logie Fish Counting Weir on the North Esk, 2005. (04/06)",04/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0306.pdf,2006,2,Fisheries Research Services,Internal Reports,,,"O'Neill, S. & Selly, H.",,Progress report on the use of Comet Assay as a measurement of single cell DNA damage: Observations of DNA damage in gill cells of the muscle ( Mytilus edulis) collected from the Firth of Forth. (03/06),03/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0206.pdf,2006,7,Fisheries Research Services,Internal Reports,,,"Raynard, R.S.; Murray, S.; Hay, D.; Verspoor, E.; Youngson, A.; Penston, M. & Amundrund, T.",,Options for investigating whether benefits to wild salmon and sea trout populations are derived from the relocation of marine Atlantic Salmon aquaculture. (02/06),02/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0106.pdf,2006,6,Fisheries Research Services,Internal Reports,,,"Webster, L.; Rose, M.; Walsham, P.; Shaw, C.; Davies, I. & Moffat, C.",,The nutrient status of Scottish coastal waters: 2001-2005. (01/06),01/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0207.pdf,2007,1,Fisheries Research Services,Internal Reports,,,"Heath, M.",,"Spatially resolved monthly riverine fluxes of oxidised nitrogen (nitrate and nitrite) to the European shelf seas, 1960-2005 (02/07)",17/10/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1407.pdf,2007,1,Fisheries Research Services,Internal Reports,,,"Bland, M.",,Epizootic investigation into the presence of bacterial kidney disease (BKD) in rainbow trout farms in Scotland 2005 (14/07),01/05/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0107.pdf,2007,1,Fisheries Research Services,Internal Reports,,,"Penny, I.",,An Engineering Performance of 2 single trawls used by the Scottish under 10M Fleet targeting Nephrops in ICES Sub Area IV. (01/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0307.pdf,2007,6,Fisheries Research Services,Internal Reports,,,"Smith, K.; Webster, L.; Bresnan, E.; Fraser, S.; Hay, S. & Moffat, C.",,"A review of analytical methodology used to determine phytoplankton pigments in the marine environment and development of an analytical method to determine uncorrected chlorophyll a, corrected chlorophyll a and phaeophytin a in marine phytoplankton. (03/07)",01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0407.pdf,2007,5,Fisheries Research Services,Internal Reports,,,"Heath, M.R.; Kunzlik, P.A.; Gallego, A.; Holmes, S.J. & Wright, P.J.",,A model of metapopulation dynamics for northern European cod - the dynamic consequences of natal fidelity. (04/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0507.pdf,2007,1,Fisheries Research Services,Internal Reports,,,"Simpson, I.",,The use of CCTV cameras to investigate the performance of the Logie fish counter in the North Esk. (05/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0707.pdf,2007,4,Fisheries Research Services,Internal Reports,,,"MacLean, J.C.; Smith, G.W.; Tulett, D. & Jackson, J.",,"The development of conservation limits (CLs) for Scottish salmon stocks: II - extraction of wetted areas for the rivers Helmsdale, Ness, Spey, Tay, Tweed and Ewe. (07/07)",01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0807.pdf,2007,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.W.",,"Sampling North Esk juvenile salmon populations by means of rotary screw traps (RSTS):1. Water of Mark, spring 2002. (08/07)",01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0907.pdf,2007,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.W.",,"Sampling North Esk juvenile salmon populations by means of rotary screw traps:2. Westwater, spring 2003. (09/07)",01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1007.pdf,2007,5,Fisheries Research Services,Internal Reports,,,"Webster, L.; Russell, M.; Adefehinti, F.; Dalgarno, E. & Moffat, C.F.",,Polybrominated diphenyl ethers (PDDEs) in the Scottish aquatic environment. (10/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1207.pdf,2007,4,Fisheries Research Services,Internal Reports,,,"Robinson, C.D.; Charles, S.; Malcolm, I.A. & Devalla, S.",,FRS method for the determination of trace metals (including rare earth elements) in freshwater samples by inductively coupled plasma mass spectrometry. (12/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1307.pdf,2007,4,Fisheries Research Services,Internal Reports,,,"Webster, L.; Rose, M.; Walsham, P. & Moffat, C.",,The nutrient status of Scottish coastal waters: 2001-2006. (13/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1507.pdf,2007,2,Fisheries Research Services,Internal Reports,,,"Campbell, R. & McLay, A.",,The Moray Firth squid fishery 2006. (15/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1607.pdf,2007,4,Fisheries Research Services,Internal Reports,,,"Mehault, S.; Kynoch, R.J.; Fryer, R.J. & Ferro, R.S.T.",,Effect of introducing a species selective trawl gear in a Scottish Nephrops fishery. (16/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1707.pdf,2007,5,Fisheries Research Services,Internal Reports,,,"Wright, P.J.; Neat, F.C.; Gibb, F.M.; Gibb, I.M. & Gallego, A.",,Cod movements in relation to sub-stock structure in the North Sea and west of Scotland. (17/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1807.pdf,2007,2,Fisheries Research Services,Internal Reports,,,"Neat, F. & Wright, P.",,Temperature dependent growth and distribution of cod in the North Sea. (18/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1907.pdf,2007,13,Fisheries Research Services,Internal Reports,,,"Webster, L.; Russell, M.; Phillips, L.; McIntosh, A.; Robinson, C.; Walsham, P.; Packer, G.; Rose, M.; Dalgarno, E.; Devalla, S.; McKenzie, M.; Davies, I. & Moffat, C.F.",,"Measurement of nutrients, contaminants and biological effects in Scottish waters as part of the UK Clean Seas Environment Monitoring Programme (CSEMP): 1999-2006. (19/07)",01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR2007.pdf,2007,5,Fisheries Research Services,Internal Reports,,,"Fraser, H.M.; Greenstreet, S.P.R.; Robertson, M.R.; Jacob, N. & Robinson, L.A.",,"Species composition, diversity, biomass and production of the epibenthic invertebrate community off the Scottish west coast. (20/07)",01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR2107.pdf,2007,2,Fisheries Research Services,Internal Reports,,,"Fraser, H.M. & Greenstreet, S.P.R.",,"Species composition, diversity and biomass of the demersal fish community off the Scottish west coast. (21/07)",01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR2307.pdf,2007,6,Fisheries Research Services,Internal Reports,,,"Webster, L.; Phillips, L.; Russell, M.; Dalgarno, E.; Packer, G. & Moffat, C.F.",,An environmental assessment of organic contaminants in the Firth of Clyde: 1992-2005. (23/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR2407.pdf,2007,3,Fisheries Research Services,Internal Reports,,,"Greenstreet, S.; Fraser, H. & Holland, G.",,Variation in the numbers and distribution of seabirds in the Wee Bankie/Marr Bank region of the north-western North Sea over the period 1997 to 2003. (24/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/2507.pdf,2007,1,Fisheries Research Services,Internal Reports,,,"Greenstreet, S.P.R.",,Variation in the abundance and distribution of sandeels and clupeids in the Wee Bankie/Marr Bank region of the north-western North Sea over the period 1997 to 2003. (25/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/InternalReport2607.pdf,2007,5,Fisheries Research Services,Internal Reports,,,"Webster, L.; Rose, M.; Walsham, P.; Hughes, S. & Moffat, C.",,The winter nutrient status of Scottish waters: 2001-2007 (26/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/InternalReport2707.pdf,2007,3,Fisheries Research Services,Internal Reports,,,"Webster, L.; Walsham, M. & Moffat, C.F.",,A review of hexabromocyclododecane (HBCD) and tetrabromobisphenol-A (TBBP-A) in the aquatic environment and the development of an analytical technique for their analysis in environmental samples (27/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0607.pdf,2007,1,Fisheries Research Services,Internal Reports,,,"Smith, G.W.",,Assessing the relative impact of a coastal fishery on Scottish salmon stocks (06/07),01/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int2808.pdf,2008,8,Fisheries Research Services,Internal Reports,,,"Webster, L.; Russell, M.; Walsham, P.; Philips, L.A.; Packer, G.; Scurfield, J.A.; Dalgarno, E.J. & Moffat, C.F.",,Long term monitoring of persistent organic pollutants (POPs) in wild and rope grown blue mussels ( Mytilus edulis) from Scottish coastal waters (28/08),28/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int2708.pdf,2008,3,Fisheries Research Services,Internal Reports,,,"Kynoch, R.J.; Ferro, R.S.T. & Fryer, R.J.",,"The effect of 120mm square mesh panels on the release of cod, haddock and whiting from Scottish Nephrops trawls (27/08)",27/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int2608.pdf,2008,2,Fisheries Research Services,Internal Reports,,,"Clarke, E.D. & Holmes, S.J.",,ROAME MF0352: The evaluation of fisheries management strategies using simulation: case study of West of Scotland cod recovery plan. Part IV - Evaluation of the west of Scotland cod recovery plan (26/08),26/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int2508.pdf,2008,1,Fisheries Research Services,Internal Reports,,,"Holmes, S.J.",,ROAME MF0352: The evaluation of fisheries management strategies using simulation: case study of West of Scotland cod recovery plan. Part III - discards model parameter estimation and validation (25/08),25/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int2408.pdf,2008,1,Fisheries Research Services,Internal Reports,,,"Clarke, E.D.",,ROAME MF0352: The evaluation of fisheries management strategies using simulation: case study of West of Scotland cod recovery plan. Part II - model parameter estimation (24/08),24/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int2308.pdf,2008,1,Fisheries Research Services,Internal Reports,,,"Clarke, E.D.",,ROAME MF0352: The evaluation of fisheries management strategies using simulation: case study of West of Scotland cod recovery plan. Part I - literature review (23/08),23/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int2208.pdf,2008,6,Fisheries Research Services,Internal Reports,,,"Walsham, P.; Webster, L.; Megginson, C.; Philips, L.; Dymond, P. & Dalgarno, E.",,Devlopment and validation of a pressurised liquid extraction (PLE) method with detection by gas chromatography-mass spectrometry (GC-MS) for the dtermination of non- ortho chlorobiphenyls (CBs) in biota (22/08),22/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR2008.pdf,2008,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.",,"Sampling North Esk juvenile salmon populations by means of rotary screw traps (RSTS): 6. Water of Mark, Spring 2004 (20/08)",20/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1908.pdf,2008,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.",,"Sampling North Esk juvenile salmon populations by means of rotary screw traps (RSTS): 5. Tarf, Spring 2004 (19/08)",19/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1808.pdf,2008,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.",,"Sampling North Esk juvenile salmon populations by means of rotary screw traps (RSTS): 4. Westwater, Spring 2004 (18/08)",18/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1708.pdf,2008,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.",,"Sampling North Esk juvenile salmon populations by means of rotary screw traps (RSTS): 3. Cruick, Spring 2004 (17/08)",17/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1608.pdf,2008,5,Fisheries Research Services,Internal Reports,,,"McLay, H.A.; Drewery, J.D.; Dobby, H.; Weetman, A.; and Campbell, N.",,An assessment of the effects of the creel and trawl fishing zones on Nephrops stocks in the Loch Torridon area (16/08),16/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1508.pdf,2008,2,Fisheries Research Services,Internal Reports,,,"Hawkins, L. & Armstrong, J.",,"Population size estimates of pike, Esox lucius: a brief review (15/08)",15/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/int1408.pdf,2008,8,Fisheries Research Services,Internal Reports,,,"Howell, T.R.W.; Davis, S.E.B.; Brown, N.A.; Drewery, J.; McLay, H.A.; Gibson, P.; Allen, L.; Tait, A.",,Survey of Solway cockle grounds 2007 (14/08),14/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/int1308.pdf,2008,6,Fisheries Research Services,Internal Reports,,,"Davis, S.E.B.; Howell, T.R.W.; Brown, N.; Drewery, J.; Weetman, A. & Campbell, R.J.",,Survey of Solway cockle grounds 2006 (13/08),13/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int1208.pdf,2008,1,Fisheries Research Services,Internal Reports,,,"Gregory, A.",,A qualitative assessment of the risk of introduction of viral haemorrhagic septicaemia virus into the rainbow trout industry in Scotland (12/08),12/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1108.pdf,2008,1,Fisheries Research Services,Internal Reports,,,"Davies, I.M.",,Strategic research assessment for wet renewables (11/08),11/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1008.pdf,2008,1,Fisheries Research Services,Internal Reports,,,"Holmes, S.J.",,ROAME MF0170: alternative survey index estimation. FRS production of Scottish west coast survey indices (10/08),10/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0908.pdf,2008,7,Fisheries Research Services,Internal Reports,,,"Webster, L.; Walsham, P.; Russell, M.; Phillips, L.; Dalgarno, E.; Scurfield, J. and Moffat, C.F.",,Contaminants in Scottish deep water fish (09/08),09/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0808.pdf,2008,3,Fisheries Research Services,Internal Reports,,,"O'Neill, F.G.; Summerbell, K. & Breen, M.",,The suspension of sediment by scallop dredges (08/08),08/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0708.pdf,2008,4,Fisheries Research Services,Internal Reports,,,"Webster, L.; Russell, M.; Packer, G. and Moffat, C.F.",,Determination of background concentrations for Polycyclic Aromatic Hydrocarbons (PaHs) in Scottish Mussels ( Mytillus edulis) using long term monitoring PAH data from mussels collected from pristine sites and sediment core PAH data (07/08),07/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0508.pdf,2008,1,Fisheries Research Services,Internal Reports,,,"Viana, M.",,Sediment characterization of the Garvellachs area (Firth of Lorn Special Area for Conservation) (05/08),05/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0408.pdf,2008,8,Fisheries Research Services,Internal Reports,,,"Hayes, P.; Russell, M.; Packer, G.; McIntosh, A.D.; Mckenzie, M.; Phillips, L.; Webster, L.; and Davies, I.M.",,Assessment of the quality of sediment from Guillam Bank and Aberdeen sea disposal sites with respect to polycyclic aromatic hydrocarbons (04/08),04/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0308.pdf,2008,11,Fisheries Research Services,Internal Reports,,,"Hayes, P.; Russell, M.; Packer, G.; McIntosh, A.D.; Robinson, C.D.; Devalla, S.; Charles, S.; McKenzie, M.; Phillips, L.; Websteer, L. & Davies, I.M.",,"Assessment of the quality of sediment from west coast sewage sludge and sea disposal sites with respect to polycyclic aromatic hydrocarbons, chlorinated biphenyls, trace metals, tri-butyl tin and biological effects data (03/08)",03/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0208.pdf,2008,3,Fisheries Research Services,Internal Reports,,,"Neat, F.; Burns, F. and Drewery, J.",,The Deepwater Ecosystem of the Continental Shelf Slope and Seamounts of the Rockall Trough: a Report on the Ecology and Biodiversity Based on FRS Scientific Surveys (02/08),02/01/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0108.pdf,2008,6,Fisheries Research Services,Internal Reports,,,"Yates, K.; Davies, I.M.; Webster, L.; Pollard, P.; Lawton, L. and Moffat, C.F.",,Application of silicone rubber passive samplers to investigating the bioaccumulation of PAHs in Nereis virens from marine sediments (01/08),01/01/2008
Scotland,,http://www.scotland.gov.uk/Topics/marine/science/Publications/FRS-Reports/Internal-Reports/Int1809,2009,5,Fisheries Research Services,Internal Reports,,,"Wallace, I.S., Munro, L.A., Pert, C.C., McIntosh, A. and Kilburn, R.",,An epidemiological investigation of wild fish in Shetland in 2009 for the presence of infectious salmon anaemia virus (ISAV) (18/09),2009
Scotland,,http://www.scotland.gov.uk/Topics/marine/science/Publications/FRS-Reports/Internal-Reports/SwedishGrid,2009,6,Fisheries Research Services,Internal Reports,,,"Drewery, J., Bova, D., Kynoch, R.J., Edridge, A., Fryer, R.J. and O'Neill, F.G.",,Scottish selectivity experiments using the Swedish grid and 120mm square mesh panels (17/09),2009
Scotland,,http://www.scotland.gov.uk/Topics/marine/science/Publications/FRS-Reports/Internal-Reports/CrabLobsterFisheries,2009,4,Fisheries Research Services,Internal Reports,,,"Mill, A., Dobby, H., McLay, H.A. and Mesquita, C.",,"Crab and lobster fisheries in Scotland: an overview and results of stock assessments, 2002-2005 (16/09)",2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int1309.pdf,2009,2,Fisheries Research Services,Internal Reports,,,"Wright, P. & Augley, J.",,MPA and closed areas workshop (13/09),13/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int1209.pdf,2009,1,Fisheries Research Services,Internal Reports,,,"Turrell, W.R.",,Review of the Scottish marine fisheries sampling programme - basic description of the programme (12/09),12/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int1109.pdf,2009,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.",,"Sampling North Esk juvenile salmon populations by means of rotary screw traps (RSTs): 8. Westwater, spring 2007 (11/09)",11/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int1009.pdf,2009,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.",,"S ampling North Esk juvenile salmon populations by means of rotary screw traps (RSTs): 9. Luther, spring 2007 (10/09)",10/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0909.pdf,2009,2,Fisheries Research Services,Internal Reports,,,"MacKay, F. & Smith, G.",,"Sampling North Esk juvenile salmon populations by means of rotary screw traps (RSTs): 7. Cruick, spring 2007 (09/09)",09/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0709c.pdf,2009,3,Fisheries Research Services,Internal Reports,,,"Pert, C.C.; Noguera, P.A. & Bruno, D.W.",,Scottish red vent syndrome survey 2008 (07/09),07/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0609.pdf,2009,2,Fisheries Research Services,Internal Reports,,,"Robertson, M. & Davies, I.M.",,A review of the sources and characteristics of Scottish waters. An assessment of the adequacy of the data and identification of gaps in knowledge (06/09),06/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0509.pdf,2009,4,Fisheries Research Services,Internal Reports,,,"Rose, M.; Webster, L.; Walsham, P. & Moffat, C.",,The nutrient status of Scottish coastal waters: 2001-2008 (05/09),05/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0409.pdf,2009,2,Fisheries Research Services,Internal Reports,,,"Harrald, M. & Davies, I.M.",,An assessment of the MFSD pressures and impacts that are particularly relevant to the Scottish marine environment and their relation to qualitative descriptors when dtermining environmental status for these waters (04/09),04/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0309.pdf,2009,3,Fisheries Research Services,Internal Reports,,,"Harrald, M.; Davies, I.M. & Robertson, M.",,The Marine Strategy Framework Directive: towards the determination of good environmental status (03/09),03/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int0209.pdf,2009,4,Fisheries Research Services,Internal Reports,,,"Webster, L.; Russell, M.; Hussy, I. & Moffat, C.F.",,A review of short chain chlorinated parrafins (SCCPs) in the aquatic environment and the development of an analytical technique for their analysis in environmental samples (02/09),02/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0109.pdf,2009,1,Fisheries Research Services,Internal Reports,,,"Hayes, P.",,"Summary of Fisheries Research Services (FRS) seabed survey work within the Pentland Firth and Orkney Islands, 2006-2008 (01/09)",01/01/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No02.pdf,1978,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Strange, E.S.",,A guide to the preparation of net drawings - 02/1978,01/01/1978
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No03.pdf,1981,2,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Johnstone, A.D.F. & Hawkins, A.D.",,A method for testing the effectiveness of different fishing baits in the sea - 03/1981,01/01/1981
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No04.pdf,1981,2,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Mason, J. & Drinkwater, J.",,Experiments on suspended cultivation of mussels in Scotland - 04/1981,01/01/1981
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No05.pdf,1981,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Ferro, R.S.T.",,The calculation of the twine area of a trawl net - 05/1981,01/01/1981
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No06.pdf,1981,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Ferro, R.S.T.",,Choosing the size of a suberkrub trawl board to suit a pelagic-type four-panel trawl - 06/1981,01/01/1981
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No07.pdf,1982,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Howard, F.G.",,The Norway lobster - 07/1982,01/01/1982
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/sfip08.pdf,1983,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Galbraith, R.D.",,The Marine Laboratory four-panel trawl - 08/1983,01/01/1983
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/sfip08.pdf,1983,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Galbraith, R.D.",,The Marine Laboratory four-panel trawl,01/01/1983
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No09.pdf,1984,2,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Ferro, R.S.T. & Ritchie, B.J.",,Some aids to the design of suberkrub otterboards - 09/1984,01/01/1984
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No 10.pdf,1984,4,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Egglishaw, H.J.; Gardiner, W.R.; Shackley, P.E. & Struthers, G.",,Principles and practice of stocking streams with salmon eggs and fry - 10/1984,01/01/1984
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/SFIP11.pdf,1984,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Strange, E.S.",,Mesh shrinkage in fishing nets - 11/1984,01/01/1984
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No12.pdf,1986,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Robertson, J.H.B.",,Design and construction of square mesh cod-ends - 12/1986,01/01/1986
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No13.pdf,1987,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Drinkwater, J.",,Shellfish cultivation in Scotland - 13/1987,01/01/1987
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No14.pdf,1988,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Kunzlik, P.A.",,The basking shark - 14/1988,01/01/1988
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No15.pdf,1988,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Morrison, B.R.S.",,The use of rotenone in fisheries management - 15/1988,01/01/1988
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No16.pdf,1989,2,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Galbraith, R.D. & Main, J.",,Separator panels for dual purpose fish/prawn trawls - 16/1989,01/01/1989
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No17.pdf,1989,1,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Watt, R.A.",,A glossary of Scottish dialect fish and trade names - 17/1989,01/01/1989
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/No 18.pdf,1991,7,Fisheries Research Services,Scottish Fisheries Information Pamphlets,,,"Rees, H.L.; Moore, D.C.; Pearson, T.H.; Elliot, M.; Service, M.; Pomfret, J. & Johnson, D.",,Procedures for the monitoring of marine benthic communities at UK sewage sludge disposal sites - 18/1991,01/01/1991
